CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-01-0183-46,01-312,CIUDAD CAPITAL,ZONA 1,INSTITUTO NORMAL 'CASA CENTRAL',1A AVE. 13-63,22384684,AMADO SALOMON FLORES PEREZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0186-46,01-315,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCIÓN,3A. CALLE 7-64,22329406,AURA MARINA GARRIDO MORALES,ELUBIA ANAYTE SIGUENZA MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0189-46,,CIUDAD CAPITAL,ZONA 1,INSTITUTO 'FEDERICO CROWE',4A. AVENIDA 9-66,2517748 2384159,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0191-46,01-310,CIUDAD CAPITAL,ZONA 1,INSTITUTO MIXTO COACTEMALAN,11 CALLE 10-43,22325522,ALMA SALGUERO DE SALAZAR,NANCY ALEIDA BANCES AREVALO DE PRADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0192-46,01-301,CIUDAD CAPITAL,ZONA 1,INSTITUTO PROFESIONAL DE TECNICAS COMERCIALES ESPECIALIZADAS IPTCE,7A AVE. 3-48,22320733,ERICK ESTUARDO SANCHEZ ARCHILA,MARTA JOSEFINA LARA PANIAGUA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0194-46,01-308,CIUDAD CAPITAL,ZONA 1,CENTRO DE ESTUDIOS EN CIENCIAS DE LA COMUNICACION (CESCO),4TA. CALLE 7-53,22320432,LEONEL AMILCAR RIOS FUENTES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0195-46,01-305,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LA ENSEÑANZA,5A CALLE 9-28,53904905,ISIS IRAZEMA CANEL PALMA,----------,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0197-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION,3A. CALLE 7-64,54452951,CARLOS HUMBERTO GONZALEZ DE LEON,ELUBIA ANAYTE SIGUENZA MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0199-46,01-402,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE ESTUDIOS MERCADOLOGICOS Y PUBLICITARIOS,8A AVE. 3-50,22329819,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0200-46,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA COLEGIO LA ENSEÑANZA,5A CALLE 9-28,22511752,CARLOS HUMBERTO GONZALEZ DE LEON,----,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0201-46,01-403,CIUDAD CAPITAL,ZONA 1,CENTRO EDUCACIONAL GUATEMALTECO,7A. CALLE 1-19,22533558,CARLOS HUMBERTO GONZALEZ DE LEON,----,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0202-46,01-312,CIUDAD CAPITAL,ZONA 1,"INSTITUTO MIXTO "" MIGUEL DE CERVANTES """,12 AVENIDA 8-35 ZONA 1,24593860,AMADO SALOMON FLORES PEREZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0203-46,01-301,CIUDAD CAPITAL,ZONA 1,INSTITUTO NACIONAL CENTRAL PARA VARONES,9A AVE. 9-27,22328285,ERICK ESTUARDO SANCHEZ ARCHILA,CARLOS ALFREDO VALDEZ PAZ,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0204-46,01-312,CIUDAD CAPITAL,ZONA 1,INSTITUTO NACIONAL DE BACHILLERATO ADSC. AL INCA,1A CALLE 2-64,22323114,AMADO SALOMON FLORES PEREZ,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0205-46,01-310,CIUDAD CAPITAL,ZONA 1,"INSTITUTO NORMAL CENTRAL PARA SEÑORITAS ""BELEN""",11 AVE. 12-20,22329609,ALMA SALGUERO DE SALAZAR,ELSA CORALIA LEON BARRIOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0206-46,01-307,CIUDAD CAPITAL,ZONA 1,INSTITUTO NORMAL MIXTO RAFAEL AQUECHE,"9A CALLE 2-36,",22326422,NORMA ARACELY PALOMO FRANCO DE DIAZ,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0207-46,01-307,CIUDAD CAPITAL,ZONA 1,INSTITUTO NORMAL MIXTO RAFAEL AQUECHE,9A CALLE 2-36,22533274,NORMA ARACELY PALOMO FRANCO DE DIAZ,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0208-46,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO NORMAL MIXTO NOCTURNO,9A AVE. 9-27,22326440,CARLOS HUMBERTO GONZALEZ DE LEON,SANTOS PALMA CONTRERAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0209-46,01-304,CIUDAD CAPITAL,ZONA 1,COLEGIO PARROQUIAL DEL CALVARIO MATEO PERRONE,6A AVE. 18-23,22322912,AMADO SALOMON FLORES PEREZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0210-46,01-318,CIUDAD CAPITAL,ZONA 1,COLEGIO CATOLICO SAN PABLO,14 CALLE A 2-41,23123673,LESLIE AZUCENA MONZON TECUN,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0211-46,01-303,CIUDAD CAPITAL,ZONA 1,COLEGIO PARA VARONES SAN SEBASTIAN,2A CALLE 6-56,22536602,CLAUDIA PATRICIA RUIZ CASASOLA DE ESTRADA,ROLANDO MARROQUIN TANCHEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0212-46,01-307,CIUDAD CAPITAL,ZONA 1,"COLEGIO SALESIANO ""DON BOSCO""",26 CALLE 2-46 GUATEMALA,22465100,NORMA ARACELY PALOMO FRANCO DE DIAZ,JUDITH POLANCO CABRERA DE LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0218-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION,3A. CALLE 7-64,54452951,CARLOS HUMBERTO GONZALEZ DE LEON,ELUBIA ANAYTE SIGUENZA MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-0219-46,01-312,CIUDAD CAPITAL,ZONA 1,CENTRO DE ESTUDIOS WINBRIDGE,8A CALLE 2-40,22324201,AMADO SALOMON FLORES PEREZ,GILDA NOEMI SOSA HURTADO DE TARACENA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0220-46,01-312,CIUDAD CAPITAL,ZONA 1,"LICEO "" FRANCES """,5A AVE. 9-80,22516728,AMADO SALOMON FLORES PEREZ,ANA EVELYN ESQUIVEL DE MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0222-46,01-317,CIUDAD CAPITAL,ZONA 1,"COLEGIO ""SANTA MONICA""",10A CALLE 11-41,22329121,MARIANO DOMINGO ESTRADA TELETOR,---,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0223-46,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO 'EL ROSARIO',15 CALLE 'A' 2-74,22320361,AMADO SALOMON FLORES PEREZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0224-46,01-312,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA COLEGIO 'EUROPEO',11 CALLE 3-38,22325512,AMADO SALOMON FLORES PEREZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0225-46,01-317,CIUDAD CAPITAL,ZONA 1,COLEGIO COMERCIAL GUATEMALTECO,10A CALLE 11-44,22534824,MARIANO DOMINGO ESTRADA TELETOR,CHARLOTTE ABB AFRE PYATT,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0226-46,01-317,CIUDAD CAPITAL,ZONA 1,COLEGIO BELGA GUATEMALTECO,9A CALLE 10-38,23148300,MARIANO DOMINGO ESTRADA TELETOR,GLORIA ESPERANZA LEON LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0227-46,01-317,CIUDAD CAPITAL,ZONA 1,"COLEGIO DE SEÑORITAS ""EL SAGRADO CORAZÓN""",9A AVE. 13-57,24237900,MARIANO DOMINGO ESTRADA TELETOR,---,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0228-46,01-312,CIUDAD CAPITAL,ZONA 1,LICEO MODERNO,13 CALLE 2-74,22327624,AMADO SALOMON FLORES PEREZ,-----------,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0229-46,01-316,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA COLEGIO SANTA MARGARITA,8A CALLE 0-41,22516034,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0230-46,01-305,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA BILINGUE GUATEMALTECO,6A AVE. 2-34,22381144,ISIS IRAZEMA CANEL PALMA,--------,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0234-46,,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE COSMETOLOGIA 'LUIS FERMAN',4A CALLE 5-32,22380606,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0235-46,01-102,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA PSICOPEDAGOGICO DE GUATEMALA JOSE MARIA VALERO,15 CALLE 1-19,22322811,ZIZI ARELY LOPEZ CHINCHILLA,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0236-46,01-312,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA LICEO IBERO GUATEMALTECO,7A AVE. 3-75 EDNA,22519212,AMADO SALOMON FLORES PEREZ,EDNA MOTIEL DE CHINCHILLA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0237-46,,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA 'LEONARDO DE PISA',15 CALLE 1-05,22327965,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0238-46,01-318,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA 'TECNOLOGICO DE COMPUTACION' (I.T.C.),2A CALLE 11-65,22538385,LESLIE AZUCENA MONZON TECUN,DULCE MARIA CHINCHILLA GODOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0240-46,01-312,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA RAFAEL LANDIVAR,8A CALLE 2-46,22500132,AMADO SALOMON FLORES PEREZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0241-46,01-305,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO LA ENSEÑANZA,5A CALLE 9-28,53904905,ISIS IRAZEMA CANEL PALMA,--------------,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0243-46,01-310,CIUDAD CAPITAL,ZONA 1,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,8A CALLE 12-46,22320683,ALMA SALGUERO DE SALAZAR,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0244-46,01-102,CIUDAD CAPITAL,ZONA 1,INSTITUTO PARTICULAR MIXTO DIEGUEZ OLAVERRI,12 CALLE 2-31,22535170,ZIZI ARELY LOPEZ CHINCHILLA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0245-46,99-001,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA DE EDUCACION INTEGRAL PAIDOS,11 CALLE 11-28,22322937,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,--------------,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0247-46,01-317,CIUDAD CAPITAL,ZONA 1,INSTITUTO PARTICULAR MIXTO JOSE MARTI,8A CALLE 12-41,22539053,MARIANO DOMINGO ESTRADA TELETOR,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0248-46,01-312,CIUDAD CAPITAL,ZONA 1,COLEGIO EL CAMINO,10A CALLE 11-46,22511273,AMADO SALOMON FLORES PEREZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0249-46,01-310,CIUDAD CAPITAL,ZONA 1,LICEO MONTESSORI,7A CALLE 12-51,22536087,ALMA SALGUERO DE SALAZAR,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0250-46,99-001,CIUDAD CAPITAL,ZONA 1,COLEGIO MIXTO MONTSERRAT,15 AVE. 2-63,22530372,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0251-46,01-301,CIUDAD CAPITAL,ZONA 1,LICEO MERCANTIL,12 AVE. 12-31,22384330,ERICK ESTUARDO SANCHEZ ARCHILA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0253-46,01-301,CIUDAD CAPITAL,ZONA 1,INSTITUTO Y ACADEMIA PRACTICA COMERCIAL,6A. CALLE 0-25,22202869,ERICK ESTUARDO SANCHEZ ARCHILA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0254-46,01-301,CIUDAD CAPITAL,ZONA 1,"COLEGIO MIXTO ""INDO LATINO""",4A AVE. 13-35,22380338,ERICK ESTUARDO SANCHEZ ARCHILA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0257-46,01-105,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO MONTREAL,12 AVE. 13-25,22322306,SANTOS VICTORINO VASQUEZ PAXTOR,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0261-46,01-312,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA 'RAFAEL LANDIVAR',8A CALLE 2-46,22500132,AMADO SALOMON FLORES PEREZ,---,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0262-46,01-318,CIUDAD CAPITAL,ZONA 1,LICEO CANADIENSE,11 CALLE 1-53,23750055,LESLIE AZUCENA MONZON TECUN,ADA LUCRECIA MIJANGOS TEO DE ARANA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0263-46,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO MIXTO DE BACHILLERATO POR MADUREZ 'PRACTICA COMERCIAL',6A. CALLE 0-25,22202870-73,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DOMINICAL,GUATEMALA NORTE
00-01-0265-46,01-402,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA PRACTICO MODERNO,6A AVE. A 14-37,22324584,CARLOS HUMBERTO GONZALEZ DE LEON,----------,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0266-46,01-403,CIUDAD CAPITAL,ZONA 1,LICEO DE COMPUTACION C.S.S.,10 AVENIDA 11-46,22513059,CARLOS HUMBERTO GONZALEZ DE LEON,-------------,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0267-46,01-,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA JOSE MARTI,8A CALLE 12-41,22531246,MARIA FELICITA ROQUE CARRERA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0268-46,01-403,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA GUATEMALTECO DE EDUCACION INTEGRAL PAIDOS,11 CALLE 11-28,22322937,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0269-46,01-402,CIUDAD CAPITAL,ZONA 1,INSTITUTO DE EDUCACION DIVERSIFICADA INDO LATINO,4A AVE. 13-35,22323038,CARLOS HUMBERTO GONZALEZ DE LEON,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0273-46,01-401,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA HUMANIDADES,10A CALLE 2-37,22383960,IXMUCANE ALDANA VILLAVICENCIO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0274-46,01-101,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO SAN VICENTE DE PAUL,18 AVE. 2-70,22517405,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,-----------,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-0275-46,01-308,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'MIGUEL DE CERVANTES',5A CALLE 10-22,22325857,LEONEL AMILCAR RIOS FUENTES,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
